Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
0.9607545065141836,0.015853797358329702,0.9904008018656613,0.09208279795643348,0.2053757070913233,0.5224579980800848,0.8345760554724021
0.9269502605382248,0.03301314799081656,0.12706904833429064,0.23089800372874425,0.09602466858039366,0.7586966579834244,0.8550245745503231
0.6343136756312869,0.4210201083134828,0.5082915195232451,0.48777510320175543,0.5388217930095409,0.1693018748725789,0.8115373316156096
0.8182076913480171,0.28906162911471955,0.11458499988656336,0.0,0.22829229860319783,0.7236444845083096,0.8304063866378413
0.47838476335180696,0.5444142709793632,0.12248556853590595,0.5077131905375776,0.2619484447937677,0.9983735296609103,0.05588325900726665
0.884177271204544,0.1238875746530479,0.07107661483689079,0.3099762272692733,0.07143837926049462,0.2869740238973549,0.1312719954017052
0.78760653168562,0.3384114542310064,0.1094305875258886,0.023457030195798367,0.19719681926796312,0.4550912962615251,0.936475986293302
1.0,0.05375739655684253,0.12496815664414183,0.17024087521687448,0.0,0.006485497609184863,0.9253497193104108
0.9332237582372713,0.07808912702004933,0.07143424859254603,0.13100888853329118,0.05247352672176733,0.562029133276162,0.9192886666413079
0.7473002659835596,0.2971968507339412,0.1304621903547976,0.22712803766571676,0.4229924382384237,0.9907550209313387,0.6042756820474993
0.8357715716142625,0.18700498508101848,0.13811778707978933,0.27077752908560004,0.6197397511764127,0.03338501514432835,1.0
0.7525928856292723,0.26886013186096114,0.984617199896928,0.18364418938306892,0.815463974412024,0.010876053499559118,0.9241761807547343
0.885895129085525,0.09263963897952154,0.16972068409026195,0.0,0.2979904992268613,0.998957811623422,0.502823260811686
0.8650968932549661,0.16429847839631861,0.17280252734735946,0.20776766178072958,0.0,0.026837601381869934,0.20318034453442968
0.6466888560972024,0.40055984511742526,0.06425002447418257,0.5237889860062965,0.15564052497346517,0.013609074791864394,0.3812114910327181
0.8875827438405892,0.12647191319077555,0.10333903239043726,0.18850374186456498,0.19648971662425677,3.866155793933868E-4,0.21716405658330662
0.9756358962286731,0.027750106726753487,0.3421926288006202,0.29611914720327126,0.12248006693453077,0.9844243340462401,0.2973409891047242
0.9838330183833042,0.022551519528975605,0.0904543543207534,0.2004852836007497,0.027153003266520422,0.023665930479670097,0.9313571293836956
0.7015558990731035,0.3782267468119488,0.07703816855536193,0.3670250647246427,0.07290654860605437,0.002781364448952375,0.1922538429191033
0.7767154897082127,0.2595958421567093,0.0921364828167732,0.17577126874655313,0.06526432677429875,0.010532608747091596,0.0421986566020226
0.8437338007343996,0.2715229941485613,0.07681333063380401,0.3111633827515101,0.15395150705660496,0.003299727196721827,0.14406014422996694
0.6953317015523548,0.27520639331273566,0.044511246943995136,0.40516571481966535,0.22718298697185801,0.008986360424647597,0.8127316969801256
0.997123537186663,0.05693017408896017,0.10222517197671128,0.09795133902981379,0.09247040087966418,0.0035447553547744474,0.19749636171858653
0.9066814707830864,0.18111108677028398,0.06153063431989175,0.11894859390130885,0.05680516030296369,0.005788859186125802,0.79460799839013
0.9563090252108875,0.05148530642632421,0.05579765784585337,0.4016473480384851,0.018873415341880046,0.7456041723149163,0.010162188974257247
0.7286015884231618,0.2534155401526774,0.016143964190719565,0.5511272783636614,0.18195662600509357,0.4526746786423404,0.532859580563943
0.6721528029912489,0.2728104273735713,0.6609813685173554,0.5857153071216964,0.1613812258036443,0.009786566330398861,0.48686506297857823
0.5779935325212139,0.39297404417971127,0.3378607156115004,0.477622000773565,0.2403131738180541,0.006668461126148644,0.505036875075392
0.5,0.5,0.5,0.5,0.5,0.5,0.5
